input_cif,action_prompt,output_cif
mp-1220692.cif,Rotate all surrounding atoms within 2.936336947451004 of the center atom at index 2 by 255.1794215148799 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1220692_processed.cif
mp-1220760.cif,Rotate all surrounding atoms within 3.984049081576719 of the center atom at index 0 by 181.91603562112337 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1220760_processed.cif
mp-1221207.cif,Rotate all surrounding atoms within 3.968059530951541 of the center atom at index 1 by 271.85162016270726 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1221207_processed.cif
mp-1221380.cif,Rotate all surrounding atoms within 3.8439242904568944 of the center atom at index 2 by 210.05972851374517 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1221380_processed.cif
mp-1221838.cif,Rotate all surrounding atoms within 2.9831564936133415 of the center atom at index 0 by 108.02610852084075 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1221838_processed.cif
mp-1221843.cif,Rotate all surrounding atoms within 2.593120724959647 of the center atom at index 7 by 95.4552263683747 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1221843_processed.cif
mp-1221998.cif,Rotate all surrounding atoms within 2.2500748764012073 of the center atom at index 3 by 59.25947087964871 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1221998_processed.cif
mp-1222146.cif,Rotate all surrounding atoms within 3.2652066527623678 of the center atom at index 6 by 171.74610867427128 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1222146_processed.cif
mp-1222327.cif,Rotate all surrounding atoms within 2.654550720502514 of the center atom at index 2 by 119.36483342452055 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1222327_processed.cif
mp-1222509.cif,Rotate all surrounding atoms within 2.301045581835149 of the center atom at index 6 by 308.5166649452332 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1222509_processed.cif
mp-1222563.cif,Rotate all surrounding atoms within 1.8290770914593397 of the center atom at index 13 by 131.79804063559249 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1222563_processed.cif
mp-1222827.cif,Rotate all surrounding atoms within 3.7474935035335015 of the center atom at index 3 by 46.38391466281966 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1222827_processed.cif
mp-1223169.cif,Rotate all surrounding atoms within 3.128514813313108 of the center atom at index 18 by 191.02287086247165 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1223169_processed.cif
mp-1223295.cif,Rotate all surrounding atoms within 3.4771433515876087 of the center atom at index 6 by 199.28218653330453 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1223295_processed.cif
mp-1223429.cif,Rotate all surrounding atoms within 3.3622800068975245 of the center atom at index 15 by 51.257744808578245 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1223429_processed.cif
mp-1223578.cif,Rotate all surrounding atoms within 2.25906529330957 of the center atom at index 20 by 175.8175073942375 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1223578_processed.cif
mp-1223597.cif,Rotate all surrounding atoms within 2.986852251815911 of the center atom at index 32 by 308.078394039553 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1223597_processed.cif
mp-1223626.cif,Rotate all surrounding atoms within 2.775853455180351 of the center atom at index 9 by 68.17866323382626 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1223626_processed.cif
mp-1223895.cif,Rotate all surrounding atoms within 3.631022189105965 of the center atom at index 0 by 281.959119547952 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1223895_processed.cif
mp-1224478.cif,Rotate all surrounding atoms within 3.249635918372529 of the center atom at index 25 by 104.0461339764131 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1224478_processed.cif
mp-1224502.cif,Rotate all surrounding atoms within 3.736468501172408 of the center atom at index 2 by 107.58591677978718 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1224502_processed.cif
mp-1225147.cif,Rotate all surrounding atoms within 2.2243555703054665 of the center atom at index 11 by 138.64999629896622 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1225147_processed.cif
mp-1225213.cif,Rotate all surrounding atoms within 3.3254872064394116 of the center atom at index 0 by 79.44635914266998 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1225213_processed.cif
mp-1225229.cif,Rotate all surrounding atoms within 3.010600148984837 of the center atom at index 0 by 94.72173457537232 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1225229_processed.cif
mp-1225237.cif,Rotate all surrounding atoms within 2.927941292007899 of the center atom at index 15 by 257.2249999307469 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1225237_processed.cif
mp-1225440.cif,Rotate all surrounding atoms within 3.5454640984299557 of the center atom at index 13 by 194.6886305640334 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1225440_processed.cif
mp-1225651.cif,Rotate all surrounding atoms within 3.1316035057922025 of the center atom at index 6 by 177.9182127064356 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1225651_processed.cif
mp-1225781.cif,Rotate all surrounding atoms within 3.674240635689281 of the center atom at index 2 by 125.11173675056854 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1225781_processed.cif
mp-1226113.cif,Rotate all surrounding atoms within 2.900767228318719 of the center atom at index 7 by 69.9755412146004 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1226113_processed.cif
mp-1226144.cif,Rotate all surrounding atoms within 3.156450906580404 of the center atom at index 9 by 277.2874196643488 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1226144_processed.cif
mp-1226291.cif,Rotate all surrounding atoms within 3.6659572273392502 of the center atom at index 6 by 66.80037634709419 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1226291_processed.cif
mp-1226695.cif,Rotate all surrounding atoms within 3.547431848948163 of the center atom at index 7 by 89.83854444885066 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1226695_processed.cif
mp-1227099.cif,Rotate all surrounding atoms within 2.429013162536181 of the center atom at index 15 by 274.0235081536817 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1227099_processed.cif
mp-1227106.cif,Rotate all surrounding atoms within 2.1462417357371764 of the center atom at index 14 by 184.31100330052874 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1227106_processed.cif
mp-1227447.cif,Rotate all surrounding atoms within 3.639485910410444 of the center atom at index 32 by 282.9814559790501 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1227447_processed.cif
mp-1227574.cif,Rotate all surrounding atoms within 3.533083853510127 of the center atom at index 10 by 301.12427256014035 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1227574_processed.cif
mp-1227644.cif,Rotate all surrounding atoms within 3.7846693478100506 of the center atom at index 14 by 204.98801736571576 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1227644_processed.cif
mp-1227756.cif,Rotate all surrounding atoms within 3.9362675817252426 of the center atom at index 21 by 114.66640930944725 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1227756_processed.cif
mp-1227836.cif,Rotate all surrounding atoms within 3.368053129960473 of the center atom at index 1 by 301.782021805568 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1227836_processed.cif
mp-1227849.cif,Rotate all surrounding atoms within 2.001347316379726 of the center atom at index 15 by 144.63946167145076 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1227849_processed.cif
mp-1227954.cif,Rotate all surrounding atoms within 2.2260097026723433 of the center atom at index 36 by 285.99615991667645 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1227954_processed.cif
mp-1228056.cif,Rotate all surrounding atoms within 2.223916532050301 of the center atom at index 14 by 194.24419257205975 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1228056_processed.cif
mp-1228315.cif,Rotate all surrounding atoms within 2.8753691069241563 of the center atom at index 23 by 190.21813019293523 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1228315_processed.cif
mp-1228494.cif,Rotate all surrounding atoms within 3.633262457127217 of the center atom at index 1 by 113.26008970327649 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1228494_processed.cif
mp-1228522.cif,Rotate all surrounding atoms within 3.6571243529856376 of the center atom at index 7 by 195.11072400272417 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1228522_processed.cif
mp-1228836.cif,Rotate all surrounding atoms within 3.3754254097905316 of the center atom at index 36 by 73.56731164027252 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1228836_processed.cif
